Product_name,Avg_gain
High Quality Copper Cleaner,2.2561188000000003
Fast Cheese Crackers,2.2557727447216891
Great Pumpernickel Bread,2.2552664596273289
Carlson Muenster Cheese,2.2540482954545453
Hermanos Prepared Salad,2.2535049723756906
Fast Corn Chips,2.2459886178861788
Tell Tale Golden Delcious Apples,2.2437235632183907
National Egg Substitute,2.2381772455089823
Golden Frozen Cauliflower,2.2371408829174664
Fast Dried Dates,2.2365768292682926
High Top Limes,2.2349134328358211
Tell Tale Cantelope,2.2333585284280937
Just Right Rice Soup,2.2327473684210526
Imagine Low Fat French Fries,2.2318289108910889
Urban Small Eggs,2.2296780399274048
Skinner Diet Soda,2.2272036144578315
Red Wing Plastic Knives,2.2271607431340872
James Bay Eyeglass Screwdriver,2.2253520446096653
High Quality Paper Plates,2.2234441767068276
Cormorant Paper Cups,2.2226574585635359
Better Regular Ramen Soup,2.2223995918367345
Big Time Frozen Chicken Wings,2.2220546448087428
Carrington Turkey TV Dinner,2.2211162162162159
Plato Tomato Sauce,2.2202442990654205
Best Choice Sugar Cookies,2.2197168
Carrington Frozen Mushroom Pizza,2.2175430795847753
Big Time Apple Cinnamon Waffles,2.2102170863309349
Tell Tale Almonds,2.2037942857142858
Gorilla 2% Milk,2.2033849315068492
Excel Monthly Auto Magazine,2.2028555118110238
Super Extra Chunky Peanut Butter,2.1970615384615386
Denny 100 Watt Lightbulb,2.1930969479353681
Quick Seasoned Hamburger,2.1881118518518519
Thresher Spicy Mints,2.1854611398963733
Blue Medal Large Eggs,2.1851587649402386
Medalist Rice Medly,2.18405
BBB Best Apple Preserves,2.1833041322314046
PigTail Frozen Corn,2.1827814960629923
Red Wing AAA-Size Batteries,2.1816539019963703
Horatio Fudge Cookies,2.1804312297734629
Tip Top Scallops,2.1791809145129224
Tell Tale Fuji Apples,2.173487027027027
Even Better Havarti Cheese,2.1700777408637872
Club Sharp Cheddar Cheese,2.1699254368932039
Tri-State Green Pepper,2.16877225950783
Hilltop Mint Mouthwash,2.1681979289940827
Tri-State Red Delcious Apples,2.1640638408304498
High Quality Scented Toilet Tissue,2.1636143835616437
Skinner Mango Drink,2.1580802047781571
Tell Tale Asparagus,2.1524873747494992
Hilltop 200 MG Ibuprofen,2.1495522388059705
Nationeel Raspberry Fruit Roll,2.1492529999999999
Tri-State Sweet Peas,2.1490064257028116
Red Spade Foot-Long Hot Dogs,2.1415813559322037
Washington Cream Soda,2.1375285403050106
Gauss Monthly Computer Magazine,2.137193548387097
CDR Regular Coffee,2.1343746268656716
Cutting Edge Sliced Turkey,2.1329831533477321
Big Time Frozen Peas,2.1319385398981323
Red Wing Screw Driver,2.1313492900608519
Fort West Lemon Cookies,2.1256048000000001
Gorilla Sharp Cheddar Cheese,2.1251117187499999
Red Wing Scented Toilet Tissue,2.1235321585903084
Gulf Coast Mints,2.1207516853932584
CDR Vegetable Oil,2.1181787234042555
Best Choice Cheese Dip,2.1167675350701405
Washington Apple Drink,2.1149630357142857
Tell Tale Shitake Mushrooms,2.1136689075630253
Sunset AAA-Size Batteries,2.1060488095238097
Hilltop Extra Moisture Shampoo,2.1056338259441705
Pleasant Canned Tomatos,2.1053189493433395
Ebony Lettuce,2.10214756097561
Hilltop Conditioning Shampoo,2.0945727767695099
Fort West Raspberry Fruit Roll,2.0934912547528519
Best Oatmeal,2.0930479452054791
High Quality 60 Watt Lightbulb,2.0910545936395759
Imagine Frozen Pepperoni Pizza,2.0901353658536586
Club Large Curd Cottage Cheese,2.0880306603773584
Club Jack Cheese,2.0878003780718339
Super Oregano,2.0877073863636366
Nationeel Apple Fruit Roll,2.087533333333333
Thresher Tasty Candy Bar,2.0865208633093526
Red Wing Plastic Spoons,2.0855133709981168
Top Measure Chablis Wine,2.0834170542635659
Denny Scented Tissue,2.082764270613108
Even Better String Cheese,2.0823352165725049
Carrington Frozen Cheese Pizza,2.0805058939096268
Carlson 2% Milk,2.080412977099237
Pleasant Fancy Canned Anchovies,2.0782857142857143
High Quality Plastic Knives,2.0781062030075188
Portsmouth Chardonnay Wine,2.0771160493827159
Imagine Frozen Chicken Breast,2.0745361538461538
Musial White Chocolate Bar,2.0725316793893129
Special Oatmeal,2.0724252446183953
Golden Frozen Chicken Wings,2.0705694200351492
High Top Baby Onion,2.0693208661417319
Ebony Tangerines,2.0686410071942443
High Top Garlic,2.0664591439688715
Best Choice BBQ Potato Chips,2.0640000000000001
Booker Whole Milk,2.0637384928716904
Steady Multi-Symptom Cold Remedy,2.0635147601476014
Ebony Plums,2.0614881355932204
Tri-State Beets,2.0612957403651113
Fantastic Bagels,2.0590581613508445
Club Low Fat String Cheese,2.0566322314049588
Modell Cranberry Muffins,2.0552695095948827
Red Spade Low Fat Bologna,2.0546181818181815
BBB Best Strawberry Jam,2.049236603773585
Hermanos Mixed Nuts,2.0462702020202022
Gulf Coast Bubble Gum,2.0462468531468532
Carrington Frozen Sausage Pizza,2.0452798932384342
Great Cranberry Muffins,2.0422273381294964
Fast Fudge Cookies,2.0395292372881353
Horatio Corn Chips,2.0393536633663363
Super Apple Jam,2.0378188908145582
Red Wing Paper Plates,2.0365711065573771
CDR Decaf Coffee,2.036067615658363
High Top Firm Tofu,2.0313641025641025
Gerolli Extra Lean Hamburger,2.0295464052287584
Colossal Spaghetti,2.0264123339658444
Gorilla Havarti Cheese,2.0238875518672197
Hilltop Angled Toothbrush,2.0184899641577059
Hermanos Cantelope,2.0184393013100435
Hermanos Lettuce,2.0177750943396227
Booker Low Fat Cottage Cheese,2.0163330324909747
High Top Corn on the Cob,2.0161782608695651
Top Measure Light Wine,2.0115280575539569
Shady Lake Manicotti,2.0106279503105591
Ebony Dried Mushrooms,2.0098235897435894
Medalist Ravioli,2.0095743055555553
Nationeel Chocolate Chip Cookies,2.0051884057971017
High Quality Scented Tissue,1.9996164705882353
Plato Apple Preserves,1.9920340036563069
Lake Potato Salad,1.9919879396984923
Pleasant Regular Ramen Soup,1.9906779443254818
Tell Tale Canned Peanuts,1.990352688172043
Plato Pepper,1.9892587155963302
Bravo Noodle Soup,1.9813265651438239
Atomic Bubble Gum,1.9802786086956523
Bravo Creamed Corn,1.9794646728971963
Ebony Onions,1.9711432258064516
Fort West Dried Dates,1.9672576850094876
Gorilla Mild Cheddar Cheese,1.9668286806883364
Colony Rye Bread,1.9660562977099239
Big Time Frozen Cauliflower,1.9656747474747474
Modell Bagels,1.9631429126213593
Great White Bread,1.9597353040540539
Hermanos Onions,1.959290055248619
Big Time Frozen Pancakes,1.9478335877862596
Even Better 1% Milk,1.9438569832402235
Booker Blueberry Yogurt,1.9430467153284672
High Quality AAA-Size Batteries,1.9428895161290323
Horatio Avocado Dip,1.9428518234165069
Lake Sliced Turkey,1.9421981981981984
High Quality Scissors,1.9416686346863468
Robust Monthly Fashion Magazine,1.9368101265822786
Cormorant C-Size Batteries,1.9357700197238659
Excellent Cranberry Juice,1.9347512864493996
PigTail Popsicles,1.9340831282952551
Tri-State Lettuce,1.9274492957746481
Blue Label Chicken Soup,1.927325316455696
Imagine Ice Cream Sandwich,1.9263859719438878
Fast Strawberry Fruit Roll,1.9238513513513513
Ebony Fuji Apples,1.9201835820895521
Framton Eyeglass Screwdriver,1.9180784530386739
Best Choice Fudge Cookies,1.9169537037037037
Even Better Sharp Cheddar Cheese,1.9159228769497401
Nationeel Low Fat BBQ Chips,1.909992277992278
Fast Low Fat Chips,1.9081411449016101
Big Time Turkey TV Dinner,1.9074913941480207
Bravo Canned Beets,1.9064271028037383
Tri-State Oranges,1.9053157894736841
Best Choice Raspberry Fruit Roll,1.9017375796178344
Bravo Rice Soup,1.9006578947368422
Musial Mints,1.8995026929982044
Sunset Soft Napkins,1.8985817307692305
Big Time Orange Popsicles,1.898015660685155
Big Time Frozen Corn,1.8963219015280137
Tell Tale Fresh Lima Beans,1.8961868194842406
Fast Dried Apples,1.8956902877697841
Bird Call 200 MG Acetominifen,1.8856933115823817
Gorilla Cheese Spread,1.880979190751445
American Sliced Turkey,1.87897700729927
Hermanos Mandarin Oranges,1.8729505709624796
Atomic Spicy Mints,1.8708370370370371
Monarch Thai Rice,1.8697184782608696
Super Grape Preserves,1.8656542372881357
High Quality C-Size Batteries,1.8647814004376368
Green Ribbon Canned Peaches,1.8533635789473686
Just Right Large Canned Shrimp,1.8444114688128772
Even Better Cheese Spread,1.8409235643564354
Red Spade Low Fat Cole Slaw,1.8235614035087719
Plato Apple Jelly,1.8096325925925925
Nationeel Sesame Crackers,1.8092551971326165
Excellent Apple Drink,1.8068642201834861
Pleasant Canned Tuna in Water,1.805383546617916
Gulf Coast White Chocolate Bar,1.8050113360323887
Jumbo Egg Substitute,1.7995092555331991
Sunset AA-Size Batteries,1.7992708737864078
Fantastic Pumpernickel Bread,1.7958251346499101
Cormorant Plastic Forks,1.7893443609022557
Red Spade Chicken Hot Dogs,1.7864320175438597
Cutting Edge Corned Beef,1.7843030303030303
BBB Best Vegetable Oil,1.78335
Plato French Roast Coffee,1.7814345811051695
Ebony Baby Onion,1.7798
Tri-State Mandarin Oranges,1.7794148936170213
Golden Low Fat French Fries,1.7781528497409327
Horatio Low Fat Popcorn,1.7761144508670521
Blue Label Creamed Corn,1.7750873493975905
Tell Tale Mushrooms,1.7729887445887447
Fabulous Apple Juice,1.7720344497607654
Golden Frozen Broccoli,1.7719033138401559
Ebony Oranges,1.7719007194244603
Faux Products Apricot Shampoo,1.7713229357798166
Tri-State Shitake Mushrooms,1.7710102752293577
Amigo Lox,1.7701986636971048
Lake Sliced Ham,1.7699888888888888
Ebony Shitake Mushrooms,1.7696393684210527
CDR Strawberry Jam,1.7690483870967741
Ship Shape Extra Lean Hamburger,1.7675791907514451
High Top Summer Squash,1.7654375
Denny Bees Wax Candles,1.7648641188959659
American Roasted Chicken,1.7637101694915254
Sphinx White Bread,1.7614150337837839
Super Salt,1.7601263513513512
Gorilla Low Fat String Cheese,1.7595764378478664
Red Wing Toilet Bowl Cleaner,1.7595413223140497
Just Right Chicken Soup,1.7588226012793176
Musial Spicy Mints,1.7585438794726931
Hermanos Red Delcious Apples,1.7580036297640653
Nationeel Sugar Cookies,1.7579614107883816
Imagine Lime Popsicles,1.7570823529411765
Fast Avocado Dip,1.7569957118353345
Gorilla Large Curd Cottage Cheese,1.7569157894736842
Denny Toilet Paper,1.7561165644171779
Red Wing Room Freshener,1.7557241962774959
High Top Golden Delcious Apples,1.7528434322033897
Best Choice Sesame Crackers,1.7525577464788733
High Quality Counter Cleaner,1.752331137724551
Gulf Coast Mint Chocolate Bar,1.7518843100189037
Club Mild Cheddar Cheese,1.7497610800744881
Red Wing Copper Pot Scrubber,1.7470813953488371
CDR Corn Oil,1.7444593572778828
Monarch Ravioli,1.7443202979515831
Special Wheat Puffs,1.743428372093023
Bird Call Conditioning Shampoo,1.7431361313868614
Carrington Apple Cinnamon Waffles,1.7418178036605656
Hermanos Broccoli,1.7401380530973451
Club Low Fat Sour Cream,1.7398307262569832
Big Time Frozen Chicken Thighs,1.7394447154471544
Even Better Low Fat Sour Cream,1.738865934065934
BBB Best French Roast Coffee,1.7367740279937791
Dollar Monthly Auto Magazine,1.7364932270916336
Cutting Edge Low Fat Cole Slaw,1.7358476277372263
Bird Call Multi-Symptom Cold Remedy,1.735648288973384
Ebony Red Pepper,1.735434034416826
Big Time Ice Cream Sandwich,1.7337
Hermanos Honey Dew,1.7336270161290324
Carrington Grape Popsicles,1.7330807017543859
Super French Roast Coffee,1.7324124999999999
High Top Party Nuts,1.7322857142857144
Excellent Mango Drink,1.7315406976744188
American Low Fat Bologna,1.7313232876712328
Imagine Fajita French Fries,1.7302029197080293
Tri-State Plums,1.7301246935201402
PigTail Turkey TV Dinner,1.7292138947368423
High Top Fresh Lima Beans,1.7277985714285715
CDR Brown Sugar,1.7269534482758622
Hilltop 200 MG Acetominifen,1.725234835355286
Denny Tissues,1.7227543933054392
Fast Mini Donuts,1.7218027888446217
Cormorant Silver Cleaner,1.7217032015065912
Fast Apple Fruit Roll,1.7208133086876156
Portsmouth Merlot Wine,1.7198281081081082
Fabulous Orange Juice,1.7181104928457869
National Small Eggs,1.7172300458715597
Red Wing C-Size Batteries,1.7165989672977626
Steady 200 MG Ibuprofen,1.713583496732026
Horatio Raspberry Fruit Roll,1.7095985663082438
Great Muffins,1.7088875239923225
Imagine Grape Popsicles,1.7079161417322835
Fabulous Mango Drink,1.7074471014492754
Ebony Prepared Salad,1.705374193548387
Pleasant Chicken Ramen Soup,1.7053166666666666
Ebony Summer Squash,1.7045385462555067
Just Right Fancy Canned Anchovies,1.7042278481012658
Good Chablis Wine,1.7027180555555554
Denny Large Sponge,1.7024642147117297
Dollar Monthly Fashion Magazine,1.7019086799276673
Plato Decaf Coffee,1.7008513307984789
BBB Best Strawberry Preserves,1.7005194805194805
High Quality Frying Pan,1.700365457685665
Washington Berry Juice,1.6987163265306122
Hilltop Multi-Symptom Cold Remedy,1.6985926701570679
Hermanos Corn on the Cob,1.693953064798599
Landslide Brown Sugar,1.6929928057553956
Super Pepper,1.6919883767535069
Gulf Coast Tasty Candy Bar,1.6904730612244898
Musial Semi-Sweet Chocolate Bar,1.6872314741035856
Walrus Merlot Wine,1.6865799256505576
Queen City Map,1.6846255230125522
Ebony Broccoli,1.6841314647377938
Ebony Golden Delcious Apples,1.6823520069808029
Token Orange Juice,1.6803967611336033
Hermanos Elephant Garlic,1.6800228209191759
Better Canned Yams,1.6794940726577439
BBB Best Extra Chunky Peanut Butter,1.6781862595419847
Applause Canned Mixed Fruit,1.6778345323741006
Nationeel Dried Apples,1.6774547021943575
Moms Corned Beef,1.6770373831775702
Horatio Graham Crackers,1.676781724137931
Blue Medal Small Brown Eggs,1.6767265135699374
Hermanos Fresh Lima Beans,1.675080310880829
Medalist Thai Rice,1.6749256140350877
Fast Fudge Brownies,1.6746496062992127
Bird Call Childrens Aspirin,1.674259727626459
Golden Frozen Chicken Breast,1.6716803837953091
Tell Tale Honey Dew,1.6715422138836773
Better Canned Tuna in Water,1.670585102739726
Gauss Monthly Auto Magazine,1.6705061769616028
Blue Label Large Canned Shrimp,1.6704892116182573
Tell Tale Party Nuts,1.6702965517241379
Pleasant Large Canned Shrimp,1.6694612794612793
Plato Low Fat Apple Butter,1.6675905172413792
Tri-State Corn on the Cob,1.666315424610052
Booker Havarti Cheese,1.6659076923076923
Amigo Scallops,1.6653772646536411
Shady Lake Thai Rice,1.6645782449725777
Bravo Canned Tuna in Oil,1.6645580952380954
Hermanos Plums,1.6621468197879858
American Sliced Ham,1.6606998330550917
Horatio Chocolate Chip Cookies,1.6604956701030928
Carlson Blueberry Yogurt,1.6602086677367576
ADJ Rosy Sunglasses,1.659116129032258
High Top Green Pepper,1.6588984509466438
Horatio Salted Pretzels,1.6581304940374786
Landslide Columbian Coffee,1.6565123966942148
Hilltop Deodorant,1.6561373134328359
Red Spade Roasted Chicken,1.655635242290749
Bird Call Angled Toothbrush,1.655416153846154
Blue Label Canned Yams,1.6552516377649327
Fast Cheese Dip,1.6536876090750436
Faux Products Deodorant,1.6523047619047619
CDR French Roast Coffee,1.6522573770491804
Special Grits,1.6500718808193668
Big Time Ice Cream,1.6499705490848586
High Top Walnuts,1.6492487804878049
Cormorant AA-Size Batteries,1.6481876033057852
Gorilla Head Cheese,1.6463826086956523
Carrington Low Fat Waffles,1.6433616487455198
Ebony Beets,1.6432071844660194
Cormorant Copper Cleaner,1.6425777777777779
Bravo Chicken Noodle Soup,1.6401226415094339
Bravo Turkey Noodle Soup,1.6399596899224806
CDR Hot Chocolate,1.6395764485981308
Super Sesame Oil,1.6395500000000001
American Pimento Loaf,1.6384903225806451
Discover Rice Medly,1.6383000000000001
BBB Best Strawberry Jelly,1.6379424920127796
Red Wing Scented Tissue,1.6352
Fort West Cheese Crackers,1.6344418604651163
Cormorant Plastic Spoons,1.6340618644067797
Big Time Frozen Broccoli,1.6333097913322632
High Top Mixed Nuts,1.63292375249501
Pleasant Vegetable Soup,1.6321108910891089
Carrington Frozen Peas,1.6313553662691651
Gulf Coast Semi-Sweet Chocolate Bar,1.6300179856115107
Portsmouth Chardonnay,1.6280369649805448
American Turkey Hot Dogs,1.6278823529411763
Mighty Good Monthly Home Magazine,1.6258107606679035
Hermanos Cauliflower,1.623322126929674
Red Spade Corned Beef,1.6232336842105262
Denny AAA-Size Batteries,1.6221303602058319
Denny Scented Toilet Tissue,1.6217170731707315
Jumbo Large Brown Eggs,1.6214000000000002
Bravo Fancy Canned Sardines,1.6209276437847866
Nationeel Low Fat Chips,1.618580412371134
Imagine Frozen Cheese Pizza,1.6183983050847457
Best Choice Salted Pretzels,1.617693203883495
Best Choice Frosted Donuts,1.6174884476534297
Even Better Strawberry Yogurt,1.6156011627906977
Tell Tale Plums,1.6115784860557769
Ebony Green Pepper,1.6108847583643122
Best Choice Apple Fruit Roll,1.6099451795841209
Sunset Frying Pan,1.6098473267326732
Red Wing 25 Watt Lightbulb,1.6095199367088606
Lake Roasted Chicken,1.6093483636363637
Horatio Salsa Dip,1.6074095634095633
High Top Fancy Plums,1.6058999999999999
Consolidated Dishwasher Detergent,1.6034196319018403
Tri-State Fuji Apples,1.60289498997996
CDR Apple Jelly,1.6023050847457627
Best Choice Mini Donuts,1.6011085714285713
Pearl Chablis Wine,1.6009633711507294
Jeffers Corn Puffs,1.6007983367983369
Shady Lake Spaghetti,1.600771129707113
Best Choice Salsa Dip,1.5996697183098592
Landslide Grape Preserves,1.5990476603119583
Best Choice Low Fat Popcorn,1.5958474178403756
Golden Low Fat Waffles,1.5955812619502869
Blue Label Canned String Beans,1.593812814645309
Horatio Sesame Crackers,1.5925953153153154
Washington Diet Cola,1.5924830188679246
PigTail Frozen Cheese Pizza,1.5907372400756143
BBB Best Hot Chocolate,1.589964344262295
Tell Tale Baby Onion,1.5882850533807831
Golden Frozen Pepperoni Pizza,1.5880264150943397
Hilltop Tartar Control Toothpaste,1.5877654784240149
Fort West Buttered Popcorn,1.5865996116504855
American Corned Beef,1.5856005859375
Fast Lemon Cookies,1.585418467583497
High Quality Plastic Forks,1.5849879417879418
Club Whole Milk,1.5838434389140272
Even Better Blueberry Yogurt,1.5836659574468086
Tri-State Baby Onion,1.5828293333333334
Sunset Paper Cups,1.5820591639871382
CDR Creamy Peanut Butter,1.5814787985865724
Gorilla Sour Cream,1.5795966666666668
Radius Wheat Puffs,1.5775756653992394
Colony Cranberry Muffins,1.5770818882466282
Tell Tale Elephant Garlic,1.5768996389891696
Choice Semi-Sweet Chocolate Bar,1.5763452138492873
Portsmouth Light Wine,1.5755424354243541
Blue Label Beef Soup,1.575415798611111
High Quality Screw Driver,1.5751439999999999
Sunset D-Size Batteries,1.5724558058925477
Sunset Copper Pot Scrubber,1.5721938596491227
Carrington Ice Cream,1.57166392092257
BBB Best Grape Preserves,1.5712022388059701
Tri-State Dried Mushrooms,1.5710801785714286
Tri-State Party Nuts,1.5690776198934282
Bravo Canned String Beans,1.5689153846153845
Monarch Manicotti,1.5685990639625584
Red Wing Frying Pan,1.5676979284369115
Tell Tale Beets,1.566852336448598
Landslide Pepper,1.5662087542087542
High Top Mushrooms,1.5650334507042254
Great Blueberry Muffins,1.5595614130434783
Ebony Garlic,1.5561338289962827
Sunset Scented Toilet Tissue,1.5555508982035928
Quick Extra Lean Hamburger,1.5545872693726939
Best Choice Golden Raisins,1.554571924290221
Booker 1% Milk,1.5536104761904761
Discover Spaghetti,1.5522914018691589
Hermanos Garlic,1.5519046692607004
Walrus Light Beer,1.5486909961685824
Walrus Imported Beer,1.5479507462686566
Tell Tale Prepared Salad,1.5476204210526314
Best Choice Low Fat BBQ Chips,1.5472741935483871
Curlew Scallops,1.5464912280701755
Best Choice Frosted Cookies,1.5463528017241379
Washington Orange Juice,1.5461500000000001
Tri-State Peaches,1.5455449330783939
Sunset Plastic Spoons,1.5449776429809359
Carrington Frozen Pepperoni Pizza,1.543680035335689
BBB Best Decaf Coffee,1.5421716193656094
Bravo Beef Soup,1.5415161290322581
Tri-State Cantelope,1.5414822344322345
Super Apple Jelly,1.541429213483146
Tri-State Onions,1.5403412887828163
Cormorant 75 Watt Lightbulb,1.5397543689320388
Red Wing Plastic Forks,1.5377963394342762
Sunset Plastic Knives,1.5370612099644128
Hermanos Oranges,1.5358151624548735
Club Muenster Cheese,1.534910344827586
Cormorant 60 Watt Lightbulb,1.5317108540925266
High Quality Paper Towels,1.5314708015267176
Even Better Low Fat String Cheese,1.5310547237076648
Colossal Ravioli,1.5298596119929453
Nationeel Golden Raisins,1.5290760563380281
Nationeel Raisins,1.5263283333333333
Radius Oatmeal,1.5255190654205608
Fort West Frosted Cookies,1.5227314606741573
Fort West Frosted Donuts,1.5224045454545454
CDR Apple Jam,1.5217361853832441
Fantastic Rye Bread,1.5204
Pleasant Canned Peas,1.5200609625668449
Tell Tale Tomatos,1.5200432862190814
American Chicken Hot Dogs,1.5163555555555555
High Quality Silver Cleaner,1.5158478342749531
Sunset 25 Watt Lightbulb,1.5137384751773051
Thresher White Chocolate Bar,1.5085351219512195
Cormorant Scissors,1.5082697196261683
Booker Muenster Cheese,1.5056659695817491
Hilltop Buffered Aspirin,1.5051137989778536
Tell Tale Macintosh Apples,1.5041504310344826
Fabulous Apple Drink,1.5024500000000001
Hermanos Canned Peanuts,1.5010546641791045
Carrington Pancake Mix,1.4971100378787878
Best Choice Corn Chips,1.4957227467811158
Pleasant Noodle Soup,1.4954180530973451
CDR Chunky Peanut Butter,1.4946098562628336
Just Right Canned Peas,1.4930204968944101
Nationeel Buttered Popcorn,1.4913232774674114
Fabulous Diet Soda,1.4910850574712644
Token Mango Drink,1.4910383211678833
High Quality Toilet Paper,1.4886016363636363
Red Wing 75 Watt Lightbulb,1.4878715025906737
High Top Cantelope,1.4872928571428572
High Top Macintosh Apples,1.4861326848249028
Shady Lake Ravioli,1.4857595026642985
Denny Counter Cleaner,1.4855318982387475
Excellent Diet Cola,1.4843170731707316
Booker Buttermilk,1.4839659183673468
Nationeel Chocolate Donuts,1.4815268336314849
Fort West Grape Fruit Roll,1.4814142292490118
Tri-State Prepared Salad,1.4794363256784968
Robust Monthly Sports Magazine,1.47851351888668
CDR Canola Oil,1.4780799999999998
Denny Soft Napkins,1.4778177242888404
Best Choice Dried Apricots,1.4769330472103004
Discover Thai Rice,1.4763104204753199
Golden Lime Popsicles,1.4761017110266159
Pleasant Fancy Canned Oysters,1.4751553846153846
Lake Corned Beef,1.4726115384615384
Sunset Room Freshener,1.4723971171171171
Denny Plastic Spoons,1.4722641509433962
Tri-State Fancy Plums,1.4700886405959031
Plato Chunky Peanut Butter,1.4699143356643358
Hilltop Childrens Aspirin,1.4686423149905123
Tri-State Fresh Lima Beans,1.468168085106383
Best Choice Avocado Dip,1.4659122302158274
Faux Products Mint Mouthwash,1.4655425330812855
Ebony Cantelope,1.4652034548944337
Imagine Chicken TV Dinner,1.4628838174273859
Consolidated Angled Toothbrush,1.4618299227799227
Mighty Good Monthly Sports Magazine,1.4605488410596028
BBB Best White Sugar,1.4596271523178808
Best Grits,1.4546393177737882
Washington Cranberry Juice,1.4540639658848615
Colony Blueberry Muffins,1.4517866666666666
Fort West Sugar Cookies,1.4516896353166986
Sunset C-Size Batteries,1.4505660377358489
Moms Sliced Chicken,1.4502744932432432
Carrington Frozen Chicken Wings,1.450036684303351
Nationeel Avocado Dip,1.4471327390599675
Carlson Sour Cream,1.4448488294314381
Cormorant Tissues,1.4448248031496063
Just Right Chicken Noodle Soup,1.4418914185639231
Walrus Chablis Wine,1.4406685251798561
Fast Chocolate Donuts,1.4405383177570092
Fort West Dried Apricots,1.4402260416666666
Excellent Apple Juice,1.4399970695970694
Modell Muffins,1.4399368836291913
Nationeel Salted Pretzels,1.4386895008605851
Fast Chocolate Chip Cookies,1.4386556737588652
Carrington Low Fat French Fries,1.4367683241252303
Tri-State Limes,1.4360885311871228
Hermanos Shitake Mushrooms,1.4359131886477461
Johnson Grits,1.4350471530249109
Great English Muffins,1.4347315233785822
Denny Screw Driver,1.4340464864864866
Tell Tale Onions,1.4339983935742973
Fort West Fudge Brownies,1.4323123877917414
High Top Red Pepper,1.431658282208589
Ebony Walnuts,1.4291765454545455
Cutting Edge Low Fat Bologna,1.4263332089552239
High Quality Room Freshener,1.4259509933774834
Sphinx Blueberry Muffins,1.4255607675906183
Good Chardonnay,1.4237711743772241
Horatio Buttered Popcorn,1.4219508547008546
Hermanos Sweet Peas,1.4212113144758736
Landslide Apple Butter,1.4169844594594594
Consolidated Deodorant,1.416982364729459
Golden Pancake Mix,1.4164239520958084
Carlson Large Curd Cottage Cheese,1.4160457364341086
