avg_gain,product_name
2.1375285403050106,Washington Cream Soda
2.137193548387097,Gauss Monthly Computer Magazine
2.1343746268656716,CDR Regular Coffee
2.1329831533477321,Cutting Edge Sliced Turkey
2.1319385398981323,Big Time Frozen Peas
2.1313492900608519,Red Wing Screw Driver
2.1256048000000001,Fort West Lemon Cookies
2.1251117187499999,Gorilla Sharp Cheddar Cheese
2.1235321585903084,Red Wing Scented Toilet Tissue
2.1207516853932584,Gulf Coast Mints
2.1181787234042555,CDR Vegetable Oil
2.1167675350701405,Best Choice Cheese Dip
2.1149630357142857,Washington Apple Drink
2.1136689075630253,Tell Tale Shitake Mushrooms
2.1060488095238097,Sunset AAA-Size Batteries
2.1056338259441705,Hilltop Extra Moisture Shampoo
2.1053189493433395,Pleasant Canned Tomatos
2.10214756097561,Ebony Lettuce
2.0945727767695099,Hilltop Conditioning Shampoo
2.0934912547528519,Fort West Raspberry Fruit Roll
2.0930479452054791,Best Oatmeal
2.0910545936395759,High Quality 60 Watt Lightbulb
2.0901353658536586,Imagine Frozen Pepperoni Pizza
2.0880306603773584,Club Large Curd Cottage Cheese
2.0878003780718339,Club Jack Cheese
2.0877073863636366,Super Oregano
2.087533333333333,Nationeel Apple Fruit Roll
2.0865208633093526,Thresher Tasty Candy Bar
2.0855133709981168,Red Wing Plastic Spoons
2.0834170542635659,Top Measure Chablis Wine
2.082764270613108,Denny Scented Tissue
2.0823352165725049,Even Better String Cheese
2.0805058939096268,Carrington Frozen Cheese Pizza
2.080412977099237,Carlson 2% Milk
2.0782857142857143,Pleasant Fancy Canned Anchovies
2.0781062030075188,High Quality Plastic Knives
2.0771160493827159,Portsmouth Chardonnay Wine
2.0745361538461538,Imagine Frozen Chicken Breast
2.0725316793893129,Musial White Chocolate Bar
2.0724252446183953,Special Oatmeal
2.0705694200351492,Golden Frozen Chicken Wings
2.0693208661417319,High Top Baby Onion
2.0686410071942443,Ebony Tangerines
2.0664591439688715,High Top Garlic
2.0640000000000001,Best Choice BBQ Potato Chips
2.0637384928716904,Booker Whole Milk
2.0635147601476014,Steady Multi-Symptom Cold Remedy
2.0614881355932204,Ebony Plums
2.0612957403651113,Tri-State Beets
2.0590581613508445,Fantastic Bagels
2.0566322314049588,Club Low Fat String Cheese
2.0552695095948827,Modell Cranberry Muffins
2.0546181818181815,Red Spade Low Fat Bologna
2.049236603773585,BBB Best Strawberry Jam
2.0462702020202022,Hermanos Mixed Nuts
2.0462468531468532,Gulf Coast Bubble Gum
2.0452798932384342,Carrington Frozen Sausage Pizza
2.0422273381294964,Great Cranberry Muffins
2.0395292372881353,Fast Fudge Cookies
2.0393536633663363,Horatio Corn Chips
2.0378188908145582,Super Apple Jam
2.0365711065573771,Red Wing Paper Plates
2.036067615658363,CDR Decaf Coffee
2.0313641025641025,High Top Firm Tofu
2.0295464052287584,Gerolli Extra Lean Hamburger
2.0264123339658444,Colossal Spaghetti
2.0238875518672197,Gorilla Havarti Cheese
2.0184899641577059,Hilltop Angled Toothbrush
2.0184393013100435,Hermanos Cantelope
2.0177750943396227,Hermanos Lettuce
2.0163330324909747,Booker Low Fat Cottage Cheese
2.0161782608695651,High Top Corn on the Cob
2.0115280575539569,Top Measure Light Wine
2.0106279503105591,Shady Lake Manicotti
2.0098235897435894,Ebony Dried Mushrooms
2.0095743055555553,Medalist Ravioli
2.0051884057971017,Nationeel Chocolate Chip Cookies
1.9996164705882353,High Quality Scented Tissue
1.9920340036563069,Plato Apple Preserves
1.9919879396984923,Lake Potato Salad
1.9906779443254818,Pleasant Regular Ramen Soup
1.990352688172043,Tell Tale Canned Peanuts
1.9892587155963302,Plato Pepper
1.9813265651438239,Bravo Noodle Soup
1.9802786086956523,Atomic Bubble Gum
1.9794646728971963,Bravo Creamed Corn
1.9711432258064516,Ebony Onions
1.9672576850094876,Fort West Dried Dates
1.9668286806883364,Gorilla Mild Cheddar Cheese
1.9660562977099239,Colony Rye Bread
1.9656747474747474,Big Time Frozen Cauliflower
1.9631429126213593,Modell Bagels
1.9597353040540539,Great White Bread
1.959290055248619,Hermanos Onions
1.9478335877862596,Big Time Frozen Pancakes
1.9438569832402235,Even Better 1% Milk
1.9430467153284672,Booker Blueberry Yogurt
1.9428895161290323,High Quality AAA-Size Batteries
1.9428518234165069,Horatio Avocado Dip
1.9421981981981984,Lake Sliced Turkey
1.9416686346863468,High Quality Scissors
1.9368101265822786,Robust Monthly Fashion Magazine
1.9357700197238659,Cormorant C-Size Batteries
1.9347512864493996,Excellent Cranberry Juice
1.9340831282952551,PigTail Popsicles
1.9274492957746481,Tri-State Lettuce
1.927325316455696,Blue Label Chicken Soup
1.9263859719438878,Imagine Ice Cream Sandwich
1.9238513513513513,Fast Strawberry Fruit Roll
1.9201835820895521,Ebony Fuji Apples
1.9180784530386739,Framton Eyeglass Screwdriver
1.9169537037037037,Best Choice Fudge Cookies
1.9159228769497401,Even Better Sharp Cheddar Cheese
1.909992277992278,Nationeel Low Fat BBQ Chips
1.9081411449016101,Fast Low Fat Chips
1.9074913941480207,Big Time Turkey TV Dinner
1.9064271028037383,Bravo Canned Beets
1.9053157894736841,Tri-State Oranges
1.9017375796178344,Best Choice Raspberry Fruit Roll
1.9006578947368422,Bravo Rice Soup
1.8995026929982044,Musial Mints
1.8985817307692305,Sunset Soft Napkins
1.898015660685155,Big Time Orange Popsicles
1.8963219015280137,Big Time Frozen Corn
1.8961868194842406,Tell Tale Fresh Lima Beans
1.8956902877697841,Fast Dried Apples
1.8856933115823817,Bird Call 200 MG Acetominifen
1.880979190751445,Gorilla Cheese Spread
1.87897700729927,American Sliced Turkey
1.8729505709624796,Hermanos Mandarin Oranges
1.8708370370370371,Atomic Spicy Mints
1.8697184782608696,Monarch Thai Rice
1.8656542372881357,Super Grape Preserves
1.8647814004376368,High Quality C-Size Batteries
1.8533635789473686,Green Ribbon Canned Peaches
1.8444114688128772,Just Right Large Canned Shrimp
1.8409235643564354,Even Better Cheese Spread
1.8235614035087719,Red Spade Low Fat Cole Slaw
1.8096325925925925,Plato Apple Jelly
1.8092551971326165,Nationeel Sesame Crackers
1.8068642201834861,Excellent Apple Drink
1.805383546617916,Pleasant Canned Tuna in Water
1.8050113360323887,Gulf Coast White Chocolate Bar
1.7995092555331991,Jumbo Egg Substitute
1.7992708737864078,Sunset AA-Size Batteries
1.7958251346499101,Fantastic Pumpernickel Bread
1.7893443609022557,Cormorant Plastic Forks
1.7864320175438597,Red Spade Chicken Hot Dogs
1.7843030303030303,Cutting Edge Corned Beef
1.78335,BBB Best Vegetable Oil
1.7814345811051695,Plato French Roast Coffee
1.7798,Ebony Baby Onion
1.7794148936170213,Tri-State Mandarin Oranges
1.7781528497409327,Golden Low Fat French Fries
1.7761144508670521,Horatio Low Fat Popcorn
1.7750873493975905,Blue Label Creamed Corn
1.7729887445887447,Tell Tale Mushrooms
1.7720344497607654,Fabulous Apple Juice
1.7719033138401559,Golden Frozen Broccoli
1.7719007194244603,Ebony Oranges
1.7713229357798166,Faux Products Apricot Shampoo
1.7710102752293577,Tri-State Shitake Mushrooms
1.7701986636971048,Amigo Lox
1.7699888888888888,Lake Sliced Ham
1.7696393684210527,Ebony Shitake Mushrooms
1.7690483870967741,CDR Strawberry Jam
1.7675791907514451,Ship Shape Extra Lean Hamburger
1.7654375,High Top Summer Squash
1.7648641188959659,Denny Bees Wax Candles
1.7637101694915254,American Roasted Chicken
1.7614150337837839,Sphinx White Bread
1.7601263513513512,Super Salt
1.7595764378478664,Gorilla Low Fat String Cheese
1.7595413223140497,Red Wing Toilet Bowl Cleaner
1.7588226012793176,Just Right Chicken Soup
1.7585438794726931,Musial Spicy Mints
1.7580036297640653,Hermanos Red Delcious Apples
1.7579614107883816,Nationeel Sugar Cookies
1.7570823529411765,Imagine Lime Popsicles
1.7569957118353345,Fast Avocado Dip
1.7569157894736842,Gorilla Large Curd Cottage Cheese
1.7561165644171779,Denny Toilet Paper
1.7557241962774959,Red Wing Room Freshener
1.7528434322033897,High Top Golden Delcious Apples
1.7525577464788733,Best Choice Sesame Crackers
1.752331137724551,High Quality Counter Cleaner
1.7518843100189037,Gulf Coast Mint Chocolate Bar
1.7497610800744881,Club Mild Cheddar Cheese
1.7470813953488371,Red Wing Copper Pot Scrubber
1.7444593572778828,CDR Corn Oil
1.7443202979515831,Monarch Ravioli
1.743428372093023,Special Wheat Puffs
1.7431361313868614,Bird Call Conditioning Shampoo
1.7418178036605656,Carrington Apple Cinnamon Waffles
1.7401380530973451,Hermanos Broccoli
1.7398307262569832,Club Low Fat Sour Cream
1.7394447154471544,Big Time Frozen Chicken Thighs
1.738865934065934,Even Better Low Fat Sour Cream
1.7367740279937791,BBB Best French Roast Coffee
1.7364932270916336,Dollar Monthly Auto Magazine
1.7358476277372263,Cutting Edge Low Fat Cole Slaw
1.735648288973384,Bird Call Multi-Symptom Cold Remedy
1.735434034416826,Ebony Red Pepper
1.7337,Big Time Ice Cream Sandwich
1.7336270161290324,Hermanos Honey Dew
1.7330807017543859,Carrington Grape Popsicles
1.7324124999999999,Super French Roast Coffee
1.7322857142857144,High Top Party Nuts
1.7315406976744188,Excellent Mango Drink
1.7313232876712328,American Low Fat Bologna
1.7302029197080293,Imagine Fajita French Fries
1.7301246935201402,Tri-State Plums
1.7292138947368423,PigTail Turkey TV Dinner
1.7277985714285715,High Top Fresh Lima Beans
1.7269534482758622,CDR Brown Sugar
1.725234835355286,Hilltop 200 MG Acetominifen
1.7227543933054392,Denny Tissues
1.7218027888446217,Fast Mini Donuts
1.7217032015065912,Cormorant Silver Cleaner
1.7208133086876156,Fast Apple Fruit Roll
1.7198281081081082,Portsmouth Merlot Wine
1.7181104928457869,Fabulous Orange Juice
1.7172300458715597,National Small Eggs
1.7165989672977626,Red Wing C-Size Batteries
1.713583496732026,Steady 200 MG Ibuprofen
1.7095985663082438,Horatio Raspberry Fruit Roll
1.7088875239923225,Great Muffins
1.7079161417322835,Imagine Grape Popsicles
1.7074471014492754,Fabulous Mango Drink
1.705374193548387,Ebony Prepared Salad
1.7053166666666666,Pleasant Chicken Ramen Soup
1.7045385462555067,Ebony Summer Squash
1.7042278481012658,Just Right Fancy Canned Anchovies
1.7027180555555554,Good Chablis Wine
1.7024642147117297,Denny Large Sponge
1.7019086799276673,Dollar Monthly Fashion Magazine
1.7008513307984789,Plato Decaf Coffee
1.7005194805194805,BBB Best Strawberry Preserves
1.700365457685665,High Quality Frying Pan
1.6987163265306122,Washington Berry Juice
1.6985926701570679,Hilltop Multi-Symptom Cold Remedy
1.693953064798599,Hermanos Corn on the Cob
1.6929928057553956,Landslide Brown Sugar
1.6919883767535069,Super Pepper
1.6904730612244898,Gulf Coast Tasty Candy Bar
1.6872314741035856,Musial Semi-Sweet Chocolate Bar
1.6865799256505576,Walrus Merlot Wine
1.6846255230125522,Queen City Map
1.6841314647377938,Ebony Broccoli
1.6823520069808029,Ebony Golden Delcious Apples
1.6803967611336033,Token Orange Juice
1.6800228209191759,Hermanos Elephant Garlic
1.6794940726577439,Better Canned Yams
1.6781862595419847,BBB Best Extra Chunky Peanut Butter
1.6778345323741006,Applause Canned Mixed Fruit
1.6774547021943575,Nationeel Dried Apples
1.6770373831775702,Moms Corned Beef
1.676781724137931,Horatio Graham Crackers
1.6767265135699374,Blue Medal Small Brown Eggs
1.675080310880829,Hermanos Fresh Lima Beans
1.6749256140350877,Medalist Thai Rice
1.6746496062992127,Fast Fudge Brownies
1.674259727626459,Bird Call Childrens Aspirin
1.6716803837953091,Golden Frozen Chicken Breast
1.6715422138836773,Tell Tale Honey Dew
1.670585102739726,Better Canned Tuna in Water
1.6705061769616028,Gauss Monthly Auto Magazine
1.6704892116182573,Blue Label Large Canned Shrimp
1.6702965517241379,Tell Tale Party Nuts
1.6694612794612793,Pleasant Large Canned Shrimp
1.6675905172413792,Plato Low Fat Apple Butter
1.666315424610052,Tri-State Corn on the Cob
1.6659076923076923,Booker Havarti Cheese
1.6653772646536411,Amigo Scallops
1.6645782449725777,Shady Lake Thai Rice
1.6645580952380954,Bravo Canned Tuna in Oil
1.6621468197879858,Hermanos Plums
1.6606998330550917,American Sliced Ham
1.6604956701030928,Horatio Chocolate Chip Cookies
1.6602086677367576,Carlson Blueberry Yogurt
1.659116129032258,ADJ Rosy Sunglasses
1.6588984509466438,High Top Green Pepper
1.6581304940374786,Horatio Salted Pretzels
1.6565123966942148,Landslide Columbian Coffee
1.6561373134328359,Hilltop Deodorant
1.655635242290749,Red Spade Roasted Chicken
1.655416153846154,Bird Call Angled Toothbrush
1.6552516377649327,Blue Label Canned Yams
1.6536876090750436,Fast Cheese Dip
1.6523047619047619,Faux Products Deodorant
1.6522573770491804,CDR French Roast Coffee
1.6500718808193668,Special Grits
1.6499705490848586,Big Time Ice Cream
1.6492487804878049,High Top Walnuts
1.6481876033057852,Cormorant AA-Size Batteries
1.6463826086956523,Gorilla Head Cheese
1.6433616487455198,Carrington Low Fat Waffles
1.6432071844660194,Ebony Beets
1.6425777777777779,Cormorant Copper Cleaner
1.6401226415094339,Bravo Chicken Noodle Soup
1.6399596899224806,Bravo Turkey Noodle Soup
1.6395764485981308,CDR Hot Chocolate
1.6395500000000001,Super Sesame Oil
1.6384903225806451,American Pimento Loaf
1.6383000000000001,Discover Rice Medly
1.6379424920127796,BBB Best Strawberry Jelly
1.6352,Red Wing Scented Tissue
1.6344418604651163,Fort West Cheese Crackers
1.6340618644067797,Cormorant Plastic Spoons
1.6333097913322632,Big Time Frozen Broccoli
1.63292375249501,High Top Mixed Nuts
1.6321108910891089,Pleasant Vegetable Soup
1.6313553662691651,Carrington Frozen Peas
1.6300179856115107,Gulf Coast Semi-Sweet Chocolate Bar
1.6280369649805448,Portsmouth Chardonnay
1.6278823529411763,American Turkey Hot Dogs
1.6258107606679035,Mighty Good Monthly Home Magazine
1.623322126929674,Hermanos Cauliflower
1.6232336842105262,Red Spade Corned Beef
1.6221303602058319,Denny AAA-Size Batteries
1.6217170731707315,Denny Scented Toilet Tissue
1.6214000000000002,Jumbo Large Brown Eggs
1.6209276437847866,Bravo Fancy Canned Sardines
1.618580412371134,Nationeel Low Fat Chips
1.6183983050847457,Imagine Frozen Cheese Pizza
1.617693203883495,Best Choice Salted Pretzels
1.6174884476534297,Best Choice Frosted Donuts
1.6156011627906977,Even Better Strawberry Yogurt
1.6115784860557769,Tell Tale Plums
1.6108847583643122,Ebony Green Pepper
1.6099451795841209,Best Choice Apple Fruit Roll
1.6098473267326732,Sunset Frying Pan
1.6095199367088606,Red Wing 25 Watt Lightbulb
1.6093483636363637,Lake Roasted Chicken
1.6074095634095633,Horatio Salsa Dip
1.6058999999999999,High Top Fancy Plums
1.6034196319018403,Consolidated Dishwasher Detergent
1.60289498997996,Tri-State Fuji Apples
1.6023050847457627,CDR Apple Jelly
1.6011085714285713,Best Choice Mini Donuts
1.6009633711507294,Pearl Chablis Wine
1.6007983367983369,Jeffers Corn Puffs
1.600771129707113,Shady Lake Spaghetti
1.5996697183098592,Best Choice Salsa Dip
1.5990476603119583,Landslide Grape Preserves
1.5958474178403756,Best Choice Low Fat Popcorn
1.5955812619502869,Golden Low Fat Waffles
1.593812814645309,Blue Label Canned String Beans
1.5925953153153154,Horatio Sesame Crackers
1.5924830188679246,Washington Diet Cola
1.5907372400756143,PigTail Frozen Cheese Pizza
1.589964344262295,BBB Best Hot Chocolate
1.5882850533807831,Tell Tale Baby Onion
1.5880264150943397,Golden Frozen Pepperoni Pizza
1.5877654784240149,Hilltop Tartar Control Toothpaste
1.5865996116504855,Fort West Buttered Popcorn
1.5856005859375,American Corned Beef
1.585418467583497,Fast Lemon Cookies
1.5849879417879418,High Quality Plastic Forks
1.5838434389140272,Club Whole Milk
1.5836659574468086,Even Better Blueberry Yogurt
1.5828293333333334,Tri-State Baby Onion
1.5820591639871382,Sunset Paper Cups
1.5814787985865724,CDR Creamy Peanut Butter
1.5795966666666668,Gorilla Sour Cream
1.5775756653992394,Radius Wheat Puffs
1.5770818882466282,Colony Cranberry Muffins
1.5768996389891696,Tell Tale Elephant Garlic
1.5763452138492873,Choice Semi-Sweet Chocolate Bar
1.5755424354243541,Portsmouth Light Wine
1.575415798611111,Blue Label Beef Soup
1.5751439999999999,High Quality Screw Driver
1.5724558058925477,Sunset D-Size Batteries
1.5721938596491227,Sunset Copper Pot Scrubber
1.57166392092257,Carrington Ice Cream
1.5712022388059701,BBB Best Grape Preserves
1.5710801785714286,Tri-State Dried Mushrooms
1.5690776198934282,Tri-State Party Nuts
1.5689153846153845,Bravo Canned String Beans
1.5685990639625584,Monarch Manicotti
1.5676979284369115,Red Wing Frying Pan
1.566852336448598,Tell Tale Beets
1.5662087542087542,Landslide Pepper
1.5650334507042254,High Top Mushrooms
1.5595614130434783,Great Blueberry Muffins
1.5561338289962827,Ebony Garlic
1.5555508982035928,Sunset Scented Toilet Tissue
1.5545872693726939,Quick Extra Lean Hamburger
1.554571924290221,Best Choice Golden Raisins
1.5536104761904761,Booker 1% Milk
1.5522914018691589,Discover Spaghetti
1.5519046692607004,Hermanos Garlic
1.5486909961685824,Walrus Light Beer
1.5479507462686566,Walrus Imported Beer
1.5476204210526314,Tell Tale Prepared Salad
1.5472741935483871,Best Choice Low Fat BBQ Chips
1.5464912280701755,Curlew Scallops
1.5463528017241379,Best Choice Frosted Cookies
1.5461500000000001,Washington Orange Juice
1.5455449330783939,Tri-State Peaches
1.5449776429809359,Sunset Plastic Spoons
1.543680035335689,Carrington Frozen Pepperoni Pizza
1.5421716193656094,BBB Best Decaf Coffee
1.5415161290322581,Bravo Beef Soup
1.5414822344322345,Tri-State Cantelope
1.541429213483146,Super Apple Jelly
1.5403412887828163,Tri-State Onions
1.5397543689320388,Cormorant 75 Watt Lightbulb
1.5377963394342762,Red Wing Plastic Forks
1.5370612099644128,Sunset Plastic Knives
1.5358151624548735,Hermanos Oranges
1.534910344827586,Club Muenster Cheese
1.5317108540925266,Cormorant 60 Watt Lightbulb
1.5314708015267176,High Quality Paper Towels
1.5310547237076648,Even Better Low Fat String Cheese
1.5298596119929453,Colossal Ravioli
1.5290760563380281,Nationeel Golden Raisins
1.5263283333333333,Nationeel Raisins
1.5255190654205608,Radius Oatmeal
1.5227314606741573,Fort West Frosted Cookies
1.5224045454545454,Fort West Frosted Donuts
1.5217361853832441,CDR Apple Jam
1.5204,Fantastic Rye Bread
1.5200609625668449,Pleasant Canned Peas
1.5200432862190814,Tell Tale Tomatos
1.5163555555555555,American Chicken Hot Dogs
1.5158478342749531,High Quality Silver Cleaner
1.5137384751773051,Sunset 25 Watt Lightbulb
1.5085351219512195,Thresher White Chocolate Bar
1.5082697196261683,Cormorant Scissors
1.5056659695817491,Booker Muenster Cheese
1.5051137989778536,Hilltop Buffered Aspirin
1.5041504310344826,Tell Tale Macintosh Apples
1.5024500000000001,Fabulous Apple Drink
1.5010546641791045,Hermanos Canned Peanuts
1.4971100378787878,Carrington Pancake Mix
1.4957227467811158,Best Choice Corn Chips
1.4954180530973451,Pleasant Noodle Soup
1.4946098562628336,CDR Chunky Peanut Butter
1.4930204968944101,Just Right Canned Peas
1.4913232774674114,Nationeel Buttered Popcorn
1.4910850574712644,Fabulous Diet Soda
1.4910383211678833,Token Mango Drink
1.4886016363636363,High Quality Toilet Paper
1.4878715025906737,Red Wing 75 Watt Lightbulb
1.4872928571428572,High Top Cantelope
1.4861326848249028,High Top Macintosh Apples
1.4857595026642985,Shady Lake Ravioli
1.4855318982387475,Denny Counter Cleaner
1.4843170731707316,Excellent Diet Cola
1.4839659183673468,Booker Buttermilk
1.4815268336314849,Nationeel Chocolate Donuts
1.4814142292490118,Fort West Grape Fruit Roll
1.4794363256784968,Tri-State Prepared Salad
1.47851351888668,Robust Monthly Sports Magazine
1.4780799999999998,CDR Canola Oil
1.4778177242888404,Denny Soft Napkins
1.4769330472103004,Best Choice Dried Apricots
1.4763104204753199,Discover Thai Rice
1.4761017110266159,Golden Lime Popsicles
1.4751553846153846,Pleasant Fancy Canned Oysters
1.4726115384615384,Lake Corned Beef
1.4723971171171171,Sunset Room Freshener
1.4722641509433962,Denny Plastic Spoons
1.4700886405959031,Tri-State Fancy Plums
1.4699143356643358,Plato Chunky Peanut Butter
1.4686423149905123,Hilltop Childrens Aspirin
1.468168085106383,Tri-State Fresh Lima Beans
1.4659122302158274,Best Choice Avocado Dip
1.4655425330812855,Faux Products Mint Mouthwash
1.4652034548944337,Ebony Cantelope
1.4628838174273859,Imagine Chicken TV Dinner
1.4618299227799227,Consolidated Angled Toothbrush
1.4605488410596028,Mighty Good Monthly Sports Magazine
1.4596271523178808,BBB Best White Sugar
1.4546393177737882,Best Grits
1.4540639658848615,Washington Cranberry Juice
1.4517866666666666,Colony Blueberry Muffins
1.4516896353166986,Fort West Sugar Cookies
1.4505660377358489,Sunset C-Size Batteries
1.4502744932432432,Moms Sliced Chicken
1.450036684303351,Carrington Frozen Chicken Wings
1.4471327390599675,Nationeel Avocado Dip
1.4448488294314381,Carlson Sour Cream
1.4448248031496063,Cormorant Tissues
1.4418914185639231,Just Right Chicken Noodle Soup
1.4406685251798561,Walrus Chablis Wine
1.4405383177570092,Fast Chocolate Donuts
1.4402260416666666,Fort West Dried Apricots
1.4399970695970694,Excellent Apple Juice
1.4399368836291913,Modell Muffins
1.4386895008605851,Nationeel Salted Pretzels
1.4386556737588652,Fast Chocolate Chip Cookies
1.4367683241252303,Carrington Low Fat French Fries
1.4360885311871228,Tri-State Limes
1.4359131886477461,Hermanos Shitake Mushrooms
1.4350471530249109,Johnson Grits
1.4347315233785822,Great English Muffins
1.4340464864864866,Denny Screw Driver
1.4339983935742973,Tell Tale Onions
1.4323123877917414,Fort West Fudge Brownies
1.431658282208589,High Top Red Pepper
1.4291765454545455,Ebony Walnuts
1.4263332089552239,Cutting Edge Low Fat Bologna
1.4259509933774834,High Quality Room Freshener
1.4255607675906183,Sphinx Blueberry Muffins
1.4237711743772241,Good Chardonnay
1.4219508547008546,Horatio Buttered Popcorn
1.4212113144758736,Hermanos Sweet Peas
1.4169844594594594,Landslide Apple Butter
1.416982364729459,Consolidated Deodorant
1.4164239520958084,Golden Pancake Mix
1.4160457364341086,Carlson Large Curd Cottage Cheese
